Project,StationCode,Sample Year,SampleDate,Replicate,UniqueID,CollectionTime,CollectionMethod_BMI,UniqueID_CSCI,CSCI Score,So Cal IBI,North Coast IBI,UniqueID_IPI,IPI,UniqueID_ASCI,ASCIdiatom,ASCIsba,ASCIhybrid,D18,H20,S2,CRAM,Mean Water Alkalinity Total (mg/L),Mean Water Dissolved Oxygen (mg/L),Mean Water pH,Mean Water Specific Conductivity (uS/cm),Mean Water Temperature (C),Mean Water Temperature (F),Mean Water Turbidity (NTU)
RWB2_WadeableStreams_2019,201RDW060,2019,7/15/2019,1,201RDW060_2019_1,,BMI_RWB,201RDW060_23534_2019_BMI_RWB_1,0.888912858,,,NA,,NA,,,,,,,,,8,6.93,237.6,14.1,57.4,26.4
RWB2_Ref_2008,201RDW080,2008,5/7/2008,1,201RDW08039575,1/0/1900,BMI_RWB,201RDW080_5/7/2008_BMI_RWB_RWB2_Ref_2008_R1,1.003578,87.4,90.1,201RDW080_5/7/2008,1.09,201RDW080_7-May-08_1,0.90244137170415,1.13704119372888,0.924374116212275,42,44,67,,NR,9.51,7.58,230,12.2,53.9,2.8
RWB2_Ref_2008,201RDW080,2008,6/23/2008,1,201RDW08039622,1/0/1900,NA,NA,,,,NA,,201RDW080_23-Jun-08_1,1.01293259973468,0.916870790650984,0.977062775669933,24,32,37,,,8.36,7.5,235,13.1,55.6,0
RWB2_Ref_2008,201RDW080,2008,8/12/2008,1,201RDW08039672,1/0/1900,NA,NA,,,,NA,,201RDW080_12-Aug-08_1,0.872618299457021,0.89655897346448,0.852993264827839,38,42,43,,,7.38,7.42,243,14,57.1,1.9
RWB2_Ref_2009,201RDW080,2009,4/20/2009,1,201RDW08039923,1/0/1900,BMI_RWB,201RDW080_4/20/2009_BMI_RWB_RWB2_Ref_2009_R1,0.940638,78.8,72.45,201RDW080_4/20/2009,1.09,201RDW080_29-Apr-09_1,0.904946134603329,0.859025445666628,0.820008999377116,34,44,52,,,9.37,7.94,193,12,53.6,-1.4
RWB2_Ref_2009,201RDW080,2009,4/20/2009,2,,1/0/1900,BMI_RWB,201RDW080_4/20/2009_BMI_RWB_RWB2_Ref_2009_R2,1.031683,,,201RDW080_4/20/2009,1.09,201RDW080_4/20/2009_2,0.592417051,1.133414104,0.70026235,,,,,,9.37,7.94,193,12,53.6,-1.4
RWB2_Ref_2009,201RDW080,2009,6/3/2009,1,201RDW08039967,1/0/1900,NA,NA,,,,NA,,201RDW080_3-Jun-09_1,0.944701374268147,0.75425575748009,0.977924487872916,52,48,62,,,9.99,7.72,219,12.8,55,1.9
RWB2_Ref_2009,201RDW080,2009,6/3/2009,2,,1/0/1900,NA,NA,,,,NA,,201RDW080_3-Jun-09_2,0.929621878441887,0.75425575748009,1.00429633055012,,,,,,9.99,7.72,219,12.8,55,1.9
RWB2_Ref_2009,201RDW080,2009,8/11/2009,1,201RDW08040036,1/0/1900,NA,NA,,,,NA,,201RDW080_11-Aug-09_1,0.842263082172248,1.0416042063631,0.893452530859279,66,59,57,,,7.97,7.41,237,14.5,58.1,-0.7
RWB2_Ref_2010,201RDW080,2010,6/2/2010,1,201RDW08040331,1/0/1900,BMI_RWB,201RDW080_6/2/2010_BMI_RWB_RWB2_Ref_2010_R1,1.08642,92.5,81.65,201RDW080_6/2/2010,1.17,201RDW080_2-Jun-10_1,0.924080828741977,1.0192460119769,1.00863797427645,20,36,68,,,9.85,7.59,224,12.6,54.7,-0.2
RWB2_Ref_2015,201RDW080,2015,5/7/2015,1,201RDW08042131,,BMI_RWB,201RDW08042131BMI_RWB1,1.005506,87.55,81.25,201RDW080_5/7/2015_RWQCB2,0.99,201RDW080_7-May-15_1,0.798722559245516,0.975299852121222,0.755157442894007,40,45,45,,,10.24,7.75,210.7,11.5,52.7,5.1
RWB2_Ref_2015,201RDW080,2015,6/29/2015,1,201RDW08042184,,BMI_RWB,201RDW08042184BMI_RWB1,1.033402,84.35,74.55,201RDW080_6/29/2015_RWQCB2,1.08,201RDW080_29-Jun-15_1,0.977453120326932,1.06519457649179,0.941661212169404,64,68,70,,,8.38,7.06,253,14.4,57.9,16.8
RWB2_Ref_2015,201RDW080,2015,6/29/2015,1,201RDW08042184,,NA,NA,,,,201RDW080_6/29/2015_RWQCB2,1.08,201RDW080_29-Jun-15_1,0.977453120326932,1.06519457649179,0.941661212169404,,,,,,8.38,7.06,253,14.4,57.9,16.8
RWB2_Status_Yr5,201RDW100,2005,4/14/2005,1,201RDW10038456,1/0/1900,BMI_CSBP_Comp,201RDW100_4/14/2005_BMI_CSBP_Comp_RWB2_Status_Yr5_R1,0.836719,77,72,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,1.58333333333333
RWB2_Status_Yr5,201RDW120,2005,4/14/2005,1,201RDW12038456,1/0/1900,BMI_CSBP_Comp,201RDW120_4/14/2005_BMI_CSBP_Comp_RWB2_Status_Yr5_R1,1.041277,86.85,76,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,0.84
RWB2_WadeableStreams_2019,201RDW700,2019,5/15/2019,1,201RDW700_2019_1,,BMI_RWB,201RDW700_23285_2019_BMI_RWB_1,0.946663066,,,201RDW700_5/15/2019_DFW-ABL,1.11,NA,,,,,,,,,8.62,7.8,210.2,12.7,54.9,1.98
RWB2_WadeableStreams_2019,201RDW710,2019,5/13/2019,1,201RDW710_2019_1,,BMI_RWB,201RDW710_23239_2019_BMI_RWB_1,0.952181917,,,201RDW710_5/13/2019_DFW-ABL,1.02,NA,,,,,,,,,10.26,8,210.2,13.1,55.6,0.71
RWB2_WadeableStreams_2019,201RDW720,2019,5/14/2019,1,201RDW720_2019_1,,BMI_RWB,201RDW720_23240_2019_BMI_RWB_1,0.93045397,,,201RDW720_5/14/2019_DFW-ABL,1.03,NA,,,,,,,,,9.76,8.1,209.4,11.8,53.2,0.41
RWB2_WadeableStreams_2019,201RDW720,2019,5/14/2019,2,201RDW720_2019_2,,BMI_RWB,201RDW720_23241_2019_BMI_RWB_2,1.046860672,,,201RDW720_5/14/2019_DFW-ABL,1.03,NA,,,,,,,,,9.76,8.1,209.4,11.8,53.2,0.41
RWB2_WadeableStreams_2019,201RDW780,2019,5/15/2019,1,201RDW780_2019_1,,BMI_RWB,201RDW780_23286_2019_BMI_RWB_1,1.099289395,,,201RDW780_5/15/2019_DFW-ABL,1.15,NA,,,,,,,,,9.28,7.8,216.1,12.9,55.2,0.94
RWB2_WadeableStreams_2019,201RDW790,2019,5/14/2019,1,201RDW790_2019_1,,BMI_RWB,201RDW790_23242_2019_BMI_RWB_1,0.845723733,,,201RDW790_5/14/2019_DFW-ABL,1.12,NA,,,,,,,,,9.02,7.4,350.9,12.7,54.9,1.9
RWB2_Status_Yr5,201ROD040,2005,5/18/2005,1,201ROD04038490,1/0/1900,BMI_CSBP_Comp,201ROD040_5/18/2005_BMI_CSBP_Comp_RWB2_Status_Yr5_R1,0.666994,63,54,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,7.30666666666667
RWB2_Status_Yr5,201ROD050,2005,5/18/2005,1,201ROD05038490,1/0/1900,BMI_CSBP_Comp,201ROD050_5/18/2005_BMI_CSBP_Comp_RWB2_Status_Yr5_R1,0.668539,60,51,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,8.57
RWB2_Status_Yr5,201TVY030,2005,4/15/2005,1,201TVY03038457,1/0/1900,BMI_CSBP_Comp,201TVY030_4/15/2005_BMI_CSBP_Comp_RWB2_Status_Yr5_R1,0.642053,62,48,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,9.47666666666667
RWB2_Status_Yr5,201TVY030,2005,4/15/2005,2,,,BMI_CSBP_Comp,201TVY030_4/15/2005_BMI_CSBP_Comp_RWB2_Status_Yr5_R2,0.570384,,,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,9.47666666666667
RWB2_Status_Yr5,201WBB010,2005,4/13/2005,1,201WBB01038455,1/0/1900,BMI_CSBP_Comp,201WBB010_4/13/2005_BMI_CSBP_Comp_RWB2_Status_Yr5_R1,0.994808,86.55,83.55,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,2.01
RWB2_Status_Yr1,201WLK010,2004,4/30/2004,1,201WLK01038107,1/0/1900,BMI_CSBP_Trans,201WLK010_4/30/2004_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.960797,61,57,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,201WLK030,2001,4/17/2001,1,201WLK03036998,1/0/1900,BMI_CSBP_Trans,201WLK030_4/17/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.41977,20.66666667,11,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,201WLK050,2001,4/17/2001,1,201WLK05036998,1/0/1900,BMI_CSBP_Trans,201WLK050_4/17/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.502292,40.33333333,21.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,201WLK098,2016,5/24/2016,1,201WLK09842514,1/0/1900,BMI_RWB,201WLK09842514BMI_RWB1,1.020811,71.75,56.95,201WLK098_5/24/2016_RWQCB2,1,201WLK098_24-May-16_1,0.870465052920013,0.993800058325695,0.743289698546494,18,29,55,,,9.31,7.65,188.1,13.8,56.9,3.14
RWB2_WadeableStreams_2017,201WLK098,2017,6/22/2017,1,201WLK09842908,,BMI_RWB,201WLK098_06/22/17_BMI_RWB_1,0.888163377585872,,,201WLK098_6/22/2017_RWQCB2,1.06,201WLK098_22-Jun-17_1,0.907348600351078,0.916901909155419,0.773211723647986,,,,,60,7.91,7.76,165,16.7,62.1,9.03
RWB2_Status_Yr1,201WLK100,2001,4/17/2001,1,201WLK10036998,1/0/1900,BMI_CSBP_Trans,201WLK100_4/17/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.752799,58,38.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,201WLK120,2001,4/18/2001,1,201WLK12036999,1/0/1900,BMI_CSBP_Trans,201WLK120_4/18/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.557526,36.66666667,34,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,201WLK120,2016,5/23/2016,1,201WLK12042513,1/0/1900,BMI_RWB,201WLK12042513BMI_RWB1,0.649065,33.95,24.6,201WLK120_5/23/2016,0.89,201WLK120_23-May-16_1,0.637831065635569,0.979594205824634,0.47374886867814,42,40,62,,,5.74,7.21,390.7,14.6,58.2,6.36
RWB2_WadeableStreams_2016,201WLK120,2016,5/23/2016,2,,,BMI_RWB,201WLK12042513BMI_RWB2,0.481634,,,201WLK120_5/23/2016_RWQCB2,0.85,201WLK120_23-May-16_2,0.709334625371145,0.936725321141595,0.493642604447456,,,,,,5.74,7.21,390.7,14.6,58.2,6.36
RWB2_WadeableStreams_2017,201WLK120,2017,5/17/2017,1,201WLK12042872,,BMI_RWB,201WLK120_05/17/17_BMI_RWB_1,0.388177623859514,,,201WLK120_5/17/2017_RWQCB2,1.09,201WLK120_17-May-17_1,0.925925326553504,0.880704088969786,0.864320680283464,,,,,100,7.81,7.41,320.5,14.6,58.2,6.27
RWB2_Status_Yr1,201WLK130,2001,4/18/2001,1,201WLK13036999,1/0/1900,BMI_CSBP_Trans,201WLK130_4/18/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.307946,11.33333333,6.333333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,201WLK140,2001,4/17/2001,1,201WLK14036998,1/0/1900,BMI_CSBP_Trans,201WLK140_4/17/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,1.091549,75.66666667,72,NA,,NA,,,,NA,NA,NA,,NR,NR,7.71,2330,14.72,58.496,1.3
RWB2_WadeableStreams_2017,201WLK150,2017,5/23/2017,1,201WLK15042878,,BMI_RWB,201WLK150_05/23/17_BMI_RWB_1,1.03772131573451,,,201WLK150_5/23/2017_RWQCB2,1.09,201WLK150_23-May-17_1,0.782550121966159,0.870343627351671,0.657546066854599,,,,,60,9.26,7.32,164.7,16,60.8,11.1
RWB2_WadeableStreams_2019,201WLK150,2019,6/6/2019,1,201WLK150_2019_1,,BMI_RWB,201WLK150_23524_2019_BMI_RWB_1,0.860073246,,,201WLK150_6/6/2019_RWQCB2,1.07,NA,,,,,,,,,8.36,7.33,179.1,15.5,59.9,6.88
RWB2_Status_Yr1,201WLK160,2001,4/18/2001,1,201WLK16036999,1/0/1900,BMI_CSBP_Trans,201WLK160_4/18/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.965684,48.66666667,44,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,201WLK160,2016,5/18/2016,1,201WLK16042508,1/0/1900,BMI_RWB,201WLK16042508BMI_RWB1,1.156826,71.25,53.75,201WLK160_5/18/2016,1.01,201WLK160_18-May-16_1,0.800652356663766,0.946338192699178,0.685610231252368,22,20,38,,,9.51,7.91,164.4,14.4,57.8,11.7
RWB2_WadeableStreams_2017,201WLK165,2017,5/23/2017,1,201WLK16542878,,BMI_RWB,201WLK165_05/23/17_BMI_RWB_1,0.920163864447708,,,201WLK165_5/23/2017_RWQCB2,1.07,201WLK165_23-May-17_1,0.744196313015701,0.884612735101112,0.632377657970417,,,,,55,9.5,7.57,154.8,14.4,57.9,11.5
RWB2_Status_Yr1,201WLK170,2001,4/18/2001,1,201WLK17036999,1/0/1900,BMI_CSBP_Trans,201WLK170_4/18/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,1.073394,65.33333333,51.33333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,201WLK178,2016,5/16/2016,1,201WLK17842506,1/0/1900,BMI_RWB,201WLK17842506BMI_RWB1,0.985362,66.8,53.4,201WLK178_5/16/2016_RWQCB2,1.01,201WLK178_16-May-16_1,0.623622601901142,0.995976060292642,0.481279712965386,34,41,65,,,9.87,7.82,159.7,12.7,54.9,5.61
RWB2_WadeableStreams_2017,201WLK178,2017,5/22/2017,1,201WLK17842877,,BMI_RWB,201WLK178_05/22/17_BMI_RWB_1,0.752313629381277,,,201WLK178_5/22/2017_RWQCB2,1.13,201WLK178_22-May-17_1,0.746796392343586,0.758284845398066,0.607555492779278,,,,,55,9.75,7.63,146.4,15.1,59.2,16.2
RWB2_Status_Yr1,201WLK180,2001,4/16/2001,1,201WLK18036997,1/0/1900,BMI_CSBP_Trans,201WLK180_4/16/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,1.034818,68.33333333,57.33333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,201WLK190,2001,4/16/2001,1,201WLK19036997,1/0/1900,BMI_CSBP_Trans,201WLK190_4/16/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,1.042178,75,68.33333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,201WLK190,2016,5/17/2016,1,201WLK19042507,1/0/1900,BMI_RWB,201WLK19042507BMI_RWB1,1.094344,68.45,50.6,201WLK190_5/17/2016,1.04,201WLK190_17-May-16_1,0.756189266862302,0.935294840482237,0.58739152195697,20,31,40,,,8.89,7.66,220,15.3,59.6,2.72
RWB2_WadeableStreams_2017,201WLK190,2017,5/22/2017,1,201WLK19042877,,BMI_RWB,201WLK190_2017_22490_BMI_RWB_1,0.759050434547175,,,201WLK190_5/22/2017_RWQCB2,1.13,201WLK190_22-May-17_1,0.806940571385843,0.864360923872428,0.71498919651766,,,,,85,9.33,7.39,213.5,14.2,57.6,6.43
RWB2_Status_Yr1,201WLK200,2001,4/18/2001,1,201WLK20036999,1/0/1900,BMI_CSBP_Trans,201WLK200_4/18/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.871126,54.33333333,50,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,201WLK230,2001,4/16/2001,1,201WLK23036997,1/0/1900,BMI_CSBP_Trans,201WLK230_4/16/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.547278,38,23.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,201WLK230,2016,5/25/2016,1,201WLK23042515,1/0/1900,BMI_RWB,201WLK23042515BMI_RWB1,0.468637,44.6,32.85,201WLK230_5/25/2016,0.88,201WLK230_25-May-16_1,0.66449109846775,1.00722472499143,0.49795985084445,52,49,40,,,9.25,8.66,277.8,14.6,58.2,2.7
RWB2_Status_Yr1,201WLK240,2001,4/16/2001,1,201WLK24036997,1/0/1900,BMI_CSBP_Trans,201WLK240_4/16/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.591702,43,21.33333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr2,202BUT010,2002,4/9/2002,1,202BUT01037355,1/0/1900,BMI_CSBP_Trans,202BUT010_4/9/2002_BMI_CSBP_Trans_RWB2_Status_Yr2_R1,0.628784,27.33333333,21,NA,,NA,,,,NA,NA,NA,,NR,NR,7.86,346,14.46,58.028,11
SWB_LowGrad,202BUT010,2005,10/26/2005,1,202BUT01038651,1/0/1900,BMI_RWB_MCM,202BUT010_10/26/2005_BMI_RWB_MCM_1,0.430021449,50,44,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr2,202BUT020,2002,4/9/2002,1,202BUT02037355,1/0/1900,BMI_CSBP_Trans,202BUT020_4/9/2002_BMI_CSBP_Trans_RWB2_Status_Yr2_R1,0.957887,63.66666667,51.66666667,NA,,NA,,,,NA,NA,NA,,NR,NR,8.06,393,15.45,59.81,6.7
RWB2_WadeableStreams_2017,202BUT020,2017,6/7/2017,1,202BUT02042893,,BMI_RWB,202BUT020_06/07/17_BMI_RWB_1,0.934930113912813,,,202BUT020_6/7/2017_RWQCB2,0.99,202BUT020_7-Jun-17_1,0.856095261814082,0.794304819139939,0.669713638952362,,,,,80,7.67,7.75,305.6,15.1,59.2,55.2
RWB2_WadeableStreams_2018,202BUT020,2018,6/26/2018,1,202BUT02043277,1/0/1900,BMI_RWB,202BUT020_43277_BMI_RWB_1,0.880512173,,,202BUT020_6/26/2018_RWQCB2,1.08,202BUT020_26-Jun-18_1,0.760024741741916,0.80787314323145,0.792323528765215,,,,,,9.89,7.95,440.5,13,55.4,9.34
RWB2_WadeableStreams_2018,202BUT020,2018,6/26/2018,2,202BUT020_2018_2,1/0/1900,BMI_RWB,202BUT020_43277_BMI_RWB_2,0.836271284,,,202BUT020_6/26/2018_RWQCB2,1.08,202BUT020_26-Jun-18_2,0.754202252602597,0.80787314323145,0.743909984694704,,,,,,9.89,7.95,440.5,13,55.4,9.34
RWB2_Status_Yr2,202BUT030,2002,4/9/2002,1,202BUT03037355,1/0/1900,BMI_CSBP_Trans,202BUT030_4/9/2002_BMI_CSBP_Trans_RWB2_Status_Yr2_R1,1.06957,80.33333333,62,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
SWB_RCMP_2010,202BUT030,2010,6/29/2010,1,202BUT03040358,1/0/1900,BMI_RWB,202BUT030_6/29/2010_BMI_RWB_SWB_RCMP_2010_R1,1.087186,83.8,75.6,202BUT030_6/29/2010,1,202BUT030_29-Jun-10_1,0.94320290613015,0.704335996703003,0.836348245995531,66,61,48,,135,7.54,7.54,348.1,14.9,58.8,4.41
RWB2_WadeableStreams_2017,202BUT030,2017,6/20/2017,1,202BUT03042906,,BMI_RWB,202BUT030_06/20/17_BMI_RWB_1,0.990201241082229,,,202BUT030_6/20/2017_RWQCB2,1.08,202BUT030_20-Jun-17_1,0.889515297764572,1.0322891305295,0.874681452548067,,,,,100,9.31,7.39,363.6,15.4,59.7,5.95
RWB2_Status_Yr2,202BUT040,2002,4/9/2002,1,202BUT04037355,1/0/1900,BMI_CSBP_Trans,202BUT040_4/9/2002_BMI_CSBP_Trans_RWB2_Status_Yr2_R1,1.14514,85,68.33333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
SWB_RCMP_2011,202BUT040,2011,6/14/2011,1,202BUT04040708,1/0/1900,BMI_RWB,202BUT040_6/14/2011_BMI_RWB_SWB_RCMP_2011_R1,0.977605,82.2,62.25,202BUT040_6/14/2011,1.13,202BUT040_14-Jun-11_1,1.07890427574104,0.30803517362466,1.02396500845669,80,51,18,,92,9.84,8.37,263.7,12.2,54,1.61
SWB_RCMP_2014,202BUT040,2014,6/4/2014,1,202BUT04041794,1/0/1900,BMI_RWB,202BUT04041794BMI_RWB1,0.681671456739,56.2,47.15,202BUT040_6/4/2014,1.05,202BUT040_4-Jun-14_1,1.26928824788501,1.08722007056921,1.18561250956559,84,78,67,90,200,8.66,8.1,495.2,13.2,55.8,0.41
RWB2_WadeableStreams_2017,202BUT040,2017,6/7/2017,1,202BUT04042893,,BMI_RWB,202BUT040_06/07/17_BMI_RWB_1,0.71948160766056,,,202BUT040_6/7/2017_RWQCB2,1.12,202BUT040_7-Jun-17_1,1.0218202997249,0.988690651476396,0.961432178746698,,,,,90,13.31,8.03,319,11.6,52.9,3.32
RWB2_Status_Yr2,202BUT050,2002,4/9/2002,1,202BUT05037355,1/0/1900,BMI_CSBP_Trans,202BUT050_4/9/2002_BMI_CSBP_Trans_RWB2_Status_Yr2_R1,1.097594,81,64,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
SWB_RCMP_2009,202BUT050,2009,6/16/2009,1,202BUT05039980,1/0/1900,BMI_RWB,202BUT050_6/16/2009_BMI_RWB_SWB_RCMP_2009_R1,1.08074,90.2,85.1,202BUT050_6/16/2009,1.05,202BUT050_16-Jun-09_1,0.626988775071212,0,0.739187445224501,60,50,33,92,80,6.9,7.4,312,13.2,55.8,1.13
RWB2_WadeableStreams_2017,202BUT050,2017,6/8/2017,1,202BUT05042894,,BMI_RWB,202BUT050_06/08/17_BMI_RWB_1,1.12495095997127,,,202BUT050_6/8/2017_RWQCB2,1.02,202BUT050_8-Jun-17_1,1.14380365255209,0.918763092069302,1.02736736545073,,,,,45,16.09,7.91,257.8,13,55.4,12.8
RWB2_WadeableStreams_2017,202BUT050,2017,6/8/2017,2,,,BMI_RWB,202BUT050_06/08/17_BMI_RWB_2,1.02443024796886,,,202BUT050_6/8/2017_RWQCB2,1.02,202BUT050_8-Jun-17_2,1.17467321972546,0.915872230518759,1.04401265876452,,,,,45,16.09,7.91,257.8,13,55.4,12.8
RWB2_RMC_2012,202BUT480,2012,6/25/2012,1,202BUT48041085,1/0/1900,BMI_RWB,RWQCB2_202R00166_6/25/2012_BMI_RWB_1,1.150039393,95.2,79.8,202BUT480_6/25/2012,0.94,202BUT480_6/25/2012_1,0.990741074,0.966952384,1.156765072,82,79,62,,80,10.1,7.72,235,12.2,53.9,1.23
RWB2_RMC_2012,202BUT600,2012,6/26/2012,1,202BUT60041086,1/0/1900,BMI_RWB,RWQCB2_202R00038_6/26/2012_BMI_RWB_1,1.065112666,92.05,74.8,202BUT600_6/26/2012,1.11,202BUT600_6/26/2012_1,1.031734419,0.774359135,1.098381959,82,74,55,,80,10.24,7.67,230,12.8,55.1,0.3
SWB_RCMP_2017,202BUT600,2017,6/14/2017,1,202BUT60042900,,BMI_RWB,202BUT60042900BMI_RWB1,1.091645752,,,202BUT600_6/14/2017,1.05,202BUT600_14-Jun-17_1,0.916365689533848,0.994125910870486,0.929066449840706,,,,,44,10.05,7.9,201.5,12.5,54.5,
RWB2_RMC_2013,202BUT850,2013,6/4/2013,1,202BUT85041429,1/0/1900,BMI_RWB,RWQCB2_202R00150_6/4/2013_BMI_RWB_1,0.990783594,89.05,67.55,202BUT850_6/4/2013,1.01,202BUT850_6/4/2013_1,0.889886787,1.000676724,0.943792026,52,50,57,,160,10.06,7.95,333,11.7,53,0.79
RWB2_RMC_2013,202DRY010,2013,6/5/2013,1,202DRY01041430,1/0/1900,BMI_RWB,RWQCB2_202R00268_6/5/2013_BMI_RWB_1,0.541370064,40.1,34,202DRY010_6/5/2013,0.96,202DRY010_6/5/2013_1,0.830472318,0.834215004,1.028439682,14,12,25,,180,9.21,7.65,1035,11.9,53.4,1.29
RWB2_RMC_2012,202LAH950,2012,6/13/2012,1,202LAH95041073,1/0/1900,BMI_RWB,202LAH950_2012_20319_BMI_RWB_1,0.727508307539887,57.8,44.8,202LAH950_6/13/2012,0.91,202LAH950_6/13/2012_1,0.998220677598175,0.834215003583668,0.862288249809304,64,52,33,,180,7.07,7.24,238,12,53.6,9.62
RWB2_RMC_2015,202LGC300,2015,5/27/2015,1,202LGC30042151,1/0/1900,BMI_RWB,202LGC300_2015_21587_BMI_RWB_1,0.539530941513936,70.8,58.35,202LGC300_5/27/2015_RWQCB2,1.02,202LGC300_5/27/2015_1,0.906358898629917,1.03065201455847,0.960098237442241,78,75,57,,,8.63,7.32,893,11.6,52.9,1.48
RWB2_RMC_2014,202MIC150,2014,5/7/2014,1,202MIC15041766,1/0/1900,BMI_RWB,202MIC150_2014_21099_BMI_RWB_1,0.832147528007936,63.9,47.65,202MIC150_5/7/2014_RWQCB2,0.93,202MIC150_5/7/2014_1,0.855050480771054,1.10012176010259,0.948563458462984,58,50,57,,400,9.5,8.32,761,11.9,53.4,2.16
RWB2_Status_Yr2,202PES050,2002,4/9/2002,1,202PES05037355,1/0/1900,BMI_CSBP_Trans,202PES050_4/9/2002_BMI_CSBP_Trans_RWB2_Status_Yr2_R1,0.818962,52.33333333,42,NA,,NA,,,,NA,NA,NA,,NR,NR,8.03,703,14.54,58.172,5.2
RWB2_Status_Yr2,202PES060,2002,4/10/2002,1,202PES06037356,1/0/1900,BMI_CSBP_Trans,202PES060_4/10/2002_BMI_CSBP_Trans_RWB2_Status_Yr2_R1,1.013484,63.33333333,50,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2017,202PES060,2017,6/21/2017,1,202PES06042907,,BMI_RWB,202PES060_06/21/17_BMI_RWB_1,0.937895621273453,,,202PES060_6/21/2017_RWQCB2,1.05,202PES060_21-Jun-17_1,0.867824355589055,0.858180530387189,0.761967899842411,,,,,190,8.67,7.58,657.1,17,62.6,8.02
RWB2_WadeableStreams_2018,202PES060,2018,6/27/2018,1,202PES06043278,1/0/1900,BMI_RWB,202PES060_43278_BMI_RWB_1,0.783009728,,,202PES060_6/27/2018_RWQCB2,1.11,202PES060_27-Jun-18_1,0.547921815859101,0.993800058325695,0.518028276176766,,,,,,8.33,7.74,782,16.1,60.9,4.05
RWB2_Status_Yr2,202PES070,2002,4/10/2002,1,202PES07037356,1/0/1900,BMI_CSBP_Trans,202PES070_4/10/2002_BMI_CSBP_Trans_RWB2_Status_Yr2_R1,0.959664,61.33333333,47,NA,,NA,,,,NA,NA,NA,,NR,NR,8.18,578,15.64,60.152,2.2
RWB2_Status_Yr2,202PES080,2002,4/10/2002,1,202PES08037356,1/0/1900,BMI_CSBP_Trans,202PES080_4/10/2002_BMI_CSBP_Trans_RWB2_Status_Yr2_R1,0.891005,55.66666667,42,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
