StationCode,StationName,Old_StaCode,Other_StaCode,Creek,Watershed,Sitedescri,SiteStatus_Final,FlowStatus_Final,GIS_Fails,SiteStatus_Rationale,FlowStatus_Rationale,SiteStatus_2017,FlowStatus_2014,SiteStatus_2013,FlowStatus_2013,BPJ_Nonref,TargetLatitude,TargetLongitude,Datum,Old_Lat,Old_Long,New_Lat,New_Long,hasWS
202PES210,Oil Creek,202PES210,,Oil Creek,Pescadero Creek,NA,Non-reference,P,1,,,Stressed,P,Stressed,P,FALSE,37.22935,-122.19052,NR,37.229226,-122.192005,37.22935,-122.19052,TRUE
202PES230,Waterman Creek,202PES230,,Waterman Creek,Pescadero Creek,NA,Non-reference,P,1,,,Stressed,P,Stressed,P,FALSE,37.21446,-122.17565,NR,37.214771,-122.175368,37.214771,-122.175368,TRUE
202PES240,Headwaters,202PES240,,Pescadero Creek,Pescadero Creek,Headwaters,Non-reference,P,1,,,Stressed,P,Stressed,P,FALSE,37.2141,-122.16521,NR,37.2141,-122.16521,37.2141,-122.16521,TRUE
202PIL200,Pilarcitos Creek between Corinda Los Trancos and Apanolio Creek,202PIL200,,Pilarcitos Creek,,Pilarcitos Creek between Corinda Los Trancos and Apanolio Creek,Non-reference,P,7,,Field Obs,,,,,FALSE,37.47705,-122.41023,NAD83,,,37.47705,-122.41023,FALSE
202PIL550,Pilarcitos Creek 1km US of Stone Dam,202PIL550,,Pilarcitos Creek,,Pilarcitos Creek 1km US of Stone Dam,Non-reference,P,1,,BPJ,,,,,FALSE,37.533502,-122.405093,NAD83,,,37.533502,-122.405093,FALSE
202PS0134,Pilarcitos Creek above Main St.,202PS0134,,Pilarcitos Creek,Pilarcitos Creek,NA,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,37.4652632,-122.4281942,NAD83,37.465323,-122.427896,37.465323,-122.427896,TRUE
202PS0246,Mills Creek ~2.3mi above Higgins Cyn. Rd.,202PS0246,,,,,Non-reference,NP,3,,"BPJ, USGS lines",,,,,FALSE,37.46248432,-122.374605,NAD83,37.462547,-122.374612,37.462547,-122.374612,TRUE
202R00024,Woodhams Creek - La Cuesta Guild of La Honda-202R00024,202R00024,,Woodhams Creek,San Gregorio Creek,,Reference,P,0,,RMC,Reference,P,Reference,P,FALSE,37.32467509,-122.2466592,NAD83,37.32468,-122.24666,37.32468,-122.24666,TRUE
202R00038,,202R00038,,Little Butano Creek,Pescadero Creek,,Reference,P,0,,RMC,,,,,FALSE,37.2159,-122.30728,,37.2159,-122.30728,37.2159,-122.30728,TRUE
202R00072,Pilarcitos Creek rd 2 miles north of Hwy 92-202R00072,202R00072,,Pilarcitos Creek,Pilarcitos Creek,,Non-reference,P,1,,RMC,Intermediate,P,Intermediate,P,FALSE,37.51493391,-122.3863691,NAD83,37.51493,-122.38637,37.51493,-122.38637,TRUE
202R00087,Unnamed Tributary - 200 m east of the end of Milagra Dr.-202R00087,202R00087,,Milagra Creek,Milagra Creek,,Non-reference,P,11,,RMC,,,,,FALSE,37.64487,-122.48103,NAD83,37.64474,-122.48009,37.64474,-122.48009,TRUE
202R00104,,202R00104,,La Honda Creek,San Gregorio Creek,,Non-reference,NP,4,,RMC,,,,,FALSE,37.38872888,-122.2828599,,37.38989,-122.2843,37.38989,-122.2843,FALSE
202R00150,,202R00150,,Butano Creek,Pescadero Creek,,Reference,P,3,logging rds US but can't get better in R2,RMC,,,,,FALSE,37.22667,-122.24163,,37.22667,-122.24163,37.22667,-122.24163,TRUE
202R00166,,202R00166,,Little Butano Creek,Pescadero Creek,,Reference,P,0,,RMC,,,,,FALSE,37.21363,-122.31411,,37.21363,-122.31411,37.21363,-122.31411,TRUE
202R00214,,202R00214,,Pescadero Creek,Pescadero Creek,,Reference,NP,0,,RMC,,,,,FALSE,37.26166,-122.24082,,37.26122,-122.24086,37.26122,-122.24086,FALSE
202R00248,San Gregorio Creek at 3550 La Honda Rd-202R00248,202R00248,,San Gregorio Creek,San Gregorio Creek,,Non-reference,P,5,,RMC,,,,,FALSE,37.32027627,-122.3397801,NAD83,37.32028,-122.33978,37.320276,-122.33978,TRUE
202R00268,,202R00268,,Dry Creek,Dry Creek,,Reference,P,0,,RMC,,,,,FALSE,37.35896,-122.39166,,37.35896,-122.39166,37.35896,-122.39166,TRUE
202R00280,Tributary to Alpine Creek 7691 Alpine Rd-202R00280,202R00280,,Tributary to Alpine Creek,San Gregorio Creek,,Non-reference,NP,0,near house and road. Small WS,RMC,,,,,FALSE,37.29352939,-122.2188524,NAD83,37.29353,-122.21885,37.29353,-122.21885,FALSE
202R00284,Denniston Creek - Between Prospect Way and Capistrano Rd in El Granada-202R00284,202R00284,,Denniston Creek,Denniston Creek,,Non-reference,P,10,,RMC,,,,,FALSE,37.50515,-122.48723,NAD83,37.50455,-122.48701,37.50455,-122.48701,TRUE
202R00312,,202R00312,,Mills Creek,Pilarcitos Creek,,Reference,P,0,,RMC,,,,,FALSE,37.45233,-122.39242,,37.45233,-122.39242,37.45233,-122.39242,TRUE
202R00328,Pilarcitos Creek upstream Pilarcitos Creek Rd,202R00328,,Pilarcitos Creek,Pilarcitos Creek,,Non-reference,P,2,,RMC,,,,,FALSE,37.50821634,-122.3858765,NAD83,37.50822,-122.38588,37.50822,-122.38588,TRUE
202R00376,,202R00376,,Tunitas Creek,Tunitas Creek,,Non-reference,NP,4,,RMC,,,,,FALSE,37.39076876,-122.3683386,,37.39084,-122.36826,37.39084,-122.36826,FALSE
202R00378,Pescadero Creek west of Hwy 9,202R00378,,Pescadero Creek,Pescadero Creek,,Reference,P,3,logging rds US but can't get better in R2,RMC,,,,,FALSE,37.22027124,-122.1632145,NAD83,37.22027,-122.16321,37.22027,-122.16321,TRUE
202R00408,,202R00408,,Langley Creek,San Gregorio Creek,,Non-reference,NP,0,grazing,RMC,,,,,FALSE,37.331,-122.27439,,37.331,-122.27439,37.331,-122.27439,TRUE
202R00440,Purisima Creek at Purisima Creek Park,202R00440,,Purisima Creek,Purisima Creek,,Non-reference,P,2,,RMC,,,,,FALSE,37.4340787,-122.3488956,NAD83,37.43408,-122.3489,37.43408,-122.3489,TRUE
202R00488,Tunitas Creek Road and Lobitos Cut-off Rd,202R00488,,Tunitas Creek,Tunitas Creek,NA,Non-reference,P,3,,RMC,,,,,FALSE,37.38057833,-122.3751927,NAD83,37.38058,-122.37519,37.38058,-122.37519,TRUE
202R00506,Devils Canyon Road,202R00506,,Peters Creek,Pescadero Creek,NA,Non-reference,P,3,,RMC,,,,,FALSE,37.28939746,-122.1761948,NAD83,37.2894,-122.17619,37.2894,-122.17619,TRUE
202R00550,Jones Gulch at Jones Gulch Rd,202R00550,,Jones Gulch,Pescadero Creek,,Non-reference,P,2,,RMC,,,,,FALSE,37.27879616,-122.2683244,NAD83,37.278796,-122.26832,37.278796,-122.26832,FALSE
202R00552,Lawrence Creek at Bear Gulch Rd,202R00552,,Lawrence Creek,San Gregorito Cr,,Reference,P,0,,RMC,,,,,FALSE,37.38845619,-122.3134026,NAD83,37.388456,-122.3134,37.388456,-122.3134,FALSE
202R00584,Pilarcitos Creek at Santa's Christmas Tree Farm,,,Pilarcitos Creek,,,Non-reference,P,3,,RMC,,,,,FALSE,37.4945483,-122.384881,NAD83,,,37.4945483,-122.384881,FALSE
202R00614,Pescadero Creek at Memorial County Park,,,Pescadero Creek,,,Non-reference,P,4,,RMC,,,,,FALSE,37.27453774,-122.2875279,NAD83,,,37.27453774,-122.2875279,FALSE
202R00908,Calera Creek 215m upstream of San Marlo Way-202R00908,202R00908,,Calera Creek,Calera Creek,,Non-reference,P,12,,RMC,,,,,FALSE,37.61127975,-122.4933639,NAD83,37.61128,-122.49336,37.61128,-122.49336,TRUE
202R00972,Arroyo de en Medio at the Flower Nursery,202R00972,,Arroyo de en Medio,Arroyo de en Medio,,Reference,P,0,,RMC,,,,,FALSE,37.51461392,-122.4533858,NAD83,37.51461,-122.45339,37.51461,-122.45339,TRUE
202R01308,Pilarcitos Creek at Oak Street Park,202R01308,,Pilarcitos Creek,Pilarcitos Creek,,Non-reference,P,13,,RMC,,,,,FALSE,37.46896942,-122.4383004,NAD83,37.46897,-122.4383,37.46897,-122.4383,TRUE
202R01356,Middle Fork San Pedro Creek ~230 m upstream Weiler Ranch Rd Trail,202R01356,,MF San Pedro Cr,San Pedro Creek,,Reference,P,0,,RMC,,,,,FALSE,37.57579335,-122.4582652,NAD83,37.57579,-122.45827,37.57579,-122.45827,TRUE
202R01612,Middle Fork San Pedro Creek ~300 m upstream confluence with S. Fork,202R01612,,MF San Pedro Cr,San Pedro Creek,,Non-reference,P,0,agriculture on RB,RMC,,,,,FALSE,37.57727966,-122.4703614,NAD83,37.57728,-122.47036,37.57728,-122.47036,TRUE
202R02332,Access from Andreotti Family Farm,202R02332,,Pilarcitos Creek,Pilarcitos Creek,NA,Non-reference,P,14,,RMC,,,,,FALSE,37.46970177,-122.4408721,NAD83,37.4697,-122.44087,37.4697,-122.44087,TRUE
202R03404,San Pedro Creek at Sanchez Art Center/Dog Park,,,San Pedro Creek,,,Non-reference,P,13,,RMC,,,,,FALSE,37.5821008,-122.4874906,NAD83,,,37.5821008,-122.4874906,FALSE
202R03656,Pilarcitos Creek at POST property/HMB Corp Yard,,,Pilarcitos Creek,,,Non-reference,P,8,,RMC,,,,,FALSE,37.46667217,-122.4229567,NAD83,,,37.46667217,-122.4229567,FALSE
202R03880,La Honda Creek at La Honda Open Space Preserve,,,La Honda Cree,,,Non-reference,P,3,,RMC,,,,,FALSE,37.38794677,-122.272666,NAD83,,,37.38794677,-122.272666,FALSE
202R03916,San Pedro Creek 300 m upstream Hwy 1,,,San Pedro Creek,,,Non-reference,P,13,,RMC,,,,,FALSE,37.59224546,-122.5037057,NAD83,,,37.59224546,-122.5037057,FALSE
202R04568,San Pedro Creek d/s Linda Mar,,,,,,Non-reference,P,13,,near site already known,,,,,FALSE,37.5805533,-122.4801,NAD83,,,37.5805533,-122.4801,FALSE
202R05464,San Pedro Creek at Sanchez Adobe Park,,,,,,Non-reference,P,13,,near site already known,,,,,FALSE,37.58713,-122.49546,NAD83,,,37.58713,-122.49546,FALSE
202SGR010,San Gregorio USGS Gage,202SGR010,,San Gregorio Creek,San Gregorio Creek,NA,Non-reference,P,5,,,Intermediate,P,Intermediate,P,FALSE,37.32583,-122.38583,NR,37.325123,-122.384799,37.325123,-122.384799,TRUE
202SGR022,El Corte Madera Creek  at Hwy 84 xing,202SGR022,,El Corte Madera Creek,,El Corte Madera Creek  at Hwy 84 xing,Non-reference,P,3,,Field Obs,,,,,FALSE,37.32206,-122.33727,NAD83,,,37.32206,-122.33727,FALSE
202SGR030,Star Hill Rd.,202SGR030,,El Corte Madera Creek,San Gergorio Creek,NA,Non-reference,P,1,,,Intermediate,P,Intermediate,P,FALSE,37.38509,-122.32473,NR,37.382214,-122.327793,37.382214,-122.327793,TRUE
202SGR040,Boysville,202SGR040,,San Gregorio Creek,San Gregorio Creek,NA,Non-reference,P,3,,,Stressed,P,Stressed,P,FALSE,37.3112,-122.31595,NR,37.311385,-122.315496,37.311385,-122.315496,TRUE
202SGR060,Harrington Creek,202SGR060,,Harrington Creek,San Gregorio Creek,NA,Non-reference,P,3,,,Intermediate,P,Intermediate,P,FALSE,37.32027,-122.30026,NR,37.318731,-122.300257,37.32027,-122.30026,TRUE
202SGR061,Harrington Creek at Peek A Boo Lane,202SGR061,,Harrington Creek,,Harrington Creek at Peek A Boo Lane,Non-reference,P,0,,Field Obs,,,,,FALSE,37.320539,-122.300735,NAD83,,,37.320539,-122.300735,FALSE
202SGR075,Upper San Gregorio,202SGR075,,San Gregorio Creek,San Gregorio Creek,NA,Non-reference,P,3,,,Intermediate,P,Intermediate,P,FALSE,37.31512,-122.29048,NR,37.315123,-122.290294,37.315123,-122.290294,TRUE
202SGR076,San Gregario DS of La Honda Creek at 84 xing,202SGR076,,San Gregario,,San Gregario DS of La Honda Creek at 84 xing,Non-reference,P,6,,Field Obs,,,,,FALSE,37.313604,-122.285136,NAD83,,,37.313604,-122.285136,FALSE
202SGR080,La Honda at Confluence,202SGR080,,La Honda Creek,San Gregorio Creek,NA,Non-reference,P,3,,,Stressed,P,Stressed,P,FALSE,37.31023,-122.27799,NR,37.310644,-122.278117,37.310644,-122.278117,TRUE
202SGR090,Alpine at Confluence,202SGR090,,San Gregorio Creek,San Gregorio Creek,NA,Non-reference,P,3,,,Stressed,P,Stressed,P,FALSE,37.30991,-122.27739,NR,37.309886,-122.277096,37.309886,-122.277096,TRUE
202SGR100,Playbowl,202SGR100,,,,Playbowl,Non-reference,P,6,,Field Obs,,,,,FALSE,37.31524,-122.27408,NR,,,37.31524,-122.27408,FALSE
202SGR105,La Honda Creek directly upstream of Langley Creek,202SGR105,,La Honda Creek,,La Honda Creek directly upstream of Langley Creek,Non-reference,P,3,,Field Obs,,,,,FALSE,37.33028,-122.270407,NAD83,,,37.33028,-122.270407,FALSE
202SGR110,Spanish Ranch,202SGR110,,La Honda Creek,San Gregorio Creek,NA,Non-reference,P,2,,,Intermediate,P,Intermediate,P,FALSE,37.34591,-122.27425,NR,37.346162,-122.274368,37.34616161,-122.2743681,TRUE
202SGR120,Sky Londa,202SGR120,,La Honda Creek,San Gregorio Creek,NA,Non-reference,P,2,,,Intermediate,P,Intermediate,P,FALSE,37.38799,-122.27345,NR,37.388059,-122.273453,37.388059,-122.273453,TRUE
202SGR125,San Gregario US of La Honda confluence at Alpine Rd,202SGR125,,San Gregario,,San Gregario US of La Honda confluence at Alpine Rd,Non-reference,P,1,,Field Obs,,,,,FALSE,37.296544,-122.258236,NAD83,,,37.296544,-122.258236,FALSE
202SGR130,Mindego Creek,202SGR130,,Mindego Creek,San Gregorio Creek,NA,Non-reference,P,2,,,Intermediate,P,Intermediate,P,FALSE,37.29775,-122.25393,NR,37.29819,-122.253775,37.29819,-122.253775,TRUE
202SGR150,Heritage Grove,202SGR150,,Alpine Creek,San Gregorio Creek,NA,Non-reference,P,2,,,Stressed,P,Stressed,P,FALSE,37.29606,-122.24639,NR,37.296042,-122.246928,37.296042,-122.246928,TRUE
202SPE020,San Pedro Creek Upstream Peralta Rd Crossing,202SPE020,,San Pedro Creek,San Pedro Creek,San Pedro Creek Upstream Peralta Rd Crossing,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.587577,-122.496395,NAD83,37.587577,-122.496395,37.587577,-122.496395,TRUE
202SPE040,San Pedro Creek Upstream Sanchez/Brooks Creek confluence,202SPE040,,San Pedro Creek,San Pedro Creek,San Pedro Creek Upstream Sanchez/Brooks Creek confluence,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.582104,-122.487496,NAD83,37.582104,-122.487496,37.582104,-122.487496,TRUE
202SPE050,San Pedro Creek Upstream Linda Mar Blvd.,202SPE050,,San Pedro Creek,San Pedro Creek,San Pedro Creek Upstream Linda Mar Blvd.,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.582227,-122.477745,NAD83,37.582227,-122.477745,37.582227,-122.477745,TRUE
202SPE060,San Pedro Creek at North Fork-202SPE060,202SPE060,,San Pedro Creek,,San Pedro Creek at North Fork-202SPE060,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.58344,-122.47548,NAD83,,,37.58344,-122.47548,FALSE
202SPE070,San Pedro Creek Upstream Oddstad Blvd,202SPE070,,San Pedro Creek,San Pedro Creek,San Pedro Creek Upstream Oddstad Blvd,Non-reference,P,2,,,Intermediate,P,Intermediate,P,FALSE,37.580556,-122.474463,NAD83,37.580556,-122.474463,37.580556,-122.474463,TRUE
202SPE080,South Fork San Pedro Creek Upstream MF confluence,202SPE080,,South Fork San Pedro Creek,San Pedro Creek,South Fork San Pedro Creek Upstream MF confluence,Non-reference,P,1,,,Intermediate,P,Intermediate,P,FALSE,37.57917288,-122.4741945,NAD83,37.579173,-122.474195,37.579173,-122.474195,TRUE
202SPE090,San Pedro Creek MF upstream footbridge,202SPE090,,MF San Pedro Cr,San Pedro Creek,NA,Reference,P,0,,,Reference,P,Reference,P,FALSE,37.575,-122.463,NAD83,37.575008,-122.464188,37.575008,-122.464188,TRUE
202TUN030,Tunitas Creek at Tunitas Creek Rd & Lobitos Creek Cutoff,,,Tunitas Creek,,,Non-reference,P,3,,near site already known,,,,,FALSE,37.379402,-122.374837,NAD83,,,37.379402,-122.374837,FALSE
202TUN040,Tunitas Creek along Rings Gulch,,,Tunitas Creek,,,Non-reference,P,4,,near site already known,,,,,FALSE,37.38847,-122.3709,NAD83,,,37.38847,-122.3709,FALSE
202TUN600,Tunitas Creek - 1.0mi upstream of confluence with East Fork; 202R00376,202TUN600,202R00376,Tunitas Creek,,Tunitas Creek - 1.0mi upstream of confluence with East Fork; 202R00376,Non-reference,P,4,,near site already known,,,,,FALSE,37.390839,-122.368261,WGS84,,,37.390839,-122.368261,FALSE
203ACM080,Warner Creek at Boyle Park,203ACM080,,Warner Creek,Arroyo Corte Madera Del Presidio,Warner Creek at Boyle Park,Non-reference,P,12,,USGS lines,,,,,FALSE,37.90404,-122.53903,NAD83,37.90404,-122.53903,37.90404,-122.53903,TRUE
203ACM100,Old Mill Creek at Cascade Road Bridge,203ACM100,,Old Mill Creek,Arroyo Corte Madera Del Presidio,Old Mill Creek at Cascade Road Bridge,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.9048,-122.553,NAD83,37.9048,-122.553,37.9048,-122.553,TRUE
203ACM110,Old Mill Creek at Three Wells Park,203ACM110,,Old Mill Creek,Arroyo Corte Madera Del Presidio,Old Mill Creek at Three Wells Park,Non-reference,P,4,,,Stressed,P,Stressed,P,FALSE,37.91075,-122.56094,NAD83,37.91075,-122.56094,37.91075,-122.56094,TRUE
203ACM120,Arroyo Corte Madera Del Presidio at MV City Hall,203ACM120,,Arroyo Corte Madera Del Presidio,Arroyo Corte Madera Del Presidio,Arroyo Corte Madera Del Presidio at MV City Hall,Non-reference,P,4,,,Stressed,P,Stressed,P,FALSE,37.90722,-122.54694,NAD83,37.90722,-122.54694,37.90722,-122.54694,TRUE
203ACM140,Arroyo Corte Madero del Presidio 230m d/s of confluence of Galena Cr,203ACM140,,Arroyo Corte Madera Del Presidio,Arroyo Corte Madera Del Presidio,Arroyo Corte Madero del Presidio 230m d/s of confluence of Galena Cr,Non-reference,P,2,,,Stressed,P,Stressed,P,FALSE,37.92247,-122.556264,NAD83,37.92247,-122.556264,37.92247,-122.556264,TRUE
203BAX030,Baxter at Booker,203BAX030,,Baxter Creek,Baxter Creek,Baxter at Booker,Non-reference,P,4,,,Stressed,P,Stressed,P,FALSE,37.91828,-122.32587,WGS84,37.91828,-122.32587,37.91828,-122.32587,TRUE
203BAX045,Lower Baxter @ Gateway Project,203BAX045,,Baxter Creek,Baxter Creek,Lower Baxter @ Gateway Project,Non-reference,P,3,,,Stressed,P,Stressed,P,FALSE,37.9312,-122.32237,WGS84,37.9312,-122.32237,37.9312,-122.32237,TRUE
203BAX050,Gateway,203BAX050,,Baxter Creek,Baxter Creek,NA,Non-reference,P,4,,,Stressed,P,Stressed,P,FALSE,37.93151,-122.32097,WGS84,37.930952,-122.321818,37.930952,-122.321818,TRUE
203CER010,Cerrito below Belmont,203CER010,,Cerrito Creek,Cerrito Creek,Cerrito below Belmont,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.89813,-122.30629,WGS84,37.89813,-122.30629,37.89813,-122.30629,TRUE
203CER020,Cerrito at Creekside Park,203CER020,,Cerrito Creek,Cerrito Creek,Cerrito at Creekside Park,Non-reference,P,7,,,Stressed,NP,Stressed,NP,FALSE,37.89821,-122.3039,WGS84,37.89821,-122.3039,37.89821,-122.3039,TRUE
203CER040,Cerrito Creek btwn Stannage and Cornell Ave.,203CER040,,Cerrito Creek,Cerrito Creek,Cerrito Creek btwn Stannage and Cornell Ave.,Non-reference,P,5,,near sites already known,Stressed,P,Stressed,P,FALSE,37.898437,-122.299403,NAD83,37.898437,-122.299403,37.898437,-122.299403,TRUE
203COD020,Codornices at 2nd Street,203COD020,,Codornices Creek,Codornices Creek,NA,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.88188,-122.30692,WGS84,37.882075,-122.307812,37.882075,-122.307812,TRUE
203COD030,Codornices at the end of 5th St,203COD030,,Codornices Creek,Codornices Creek,Codornices at the end of 5th St,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.882461,-122.303525,NAD83,37.882461,-122.303525,37.882461,-122.303525,TRUE
203COD080,Albina Ave,203COD080,,Codornices Creek,Codornices Creek,Albina Ave,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.88242,-122.28475,WGS84,37.88242,-122.28475,37.88242,-122.28475,TRUE
203COD120,Live Oak Park,203COD120,,Codornices Creek,Codornices Creek,Live Oak Park,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.88437,-122.26879,WGS84,37.88437,-122.26879,37.88437,-122.26879,TRUE
203COR060,Corte Madera Creek at the Lagunitas Road Bridge,203COR060,,Corte Madera Creek,Corte Madera Creek,Corte Madera Creek at the Lagunitas Road Bridge,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.96321,-122.5571,NAD83,37.96321,-122.5571,37.96321,-122.5571,TRUE
203COR080,Ross Creek at Natalie Coffin Greene Park,203COR080,,Ross Creek,Corte Madera Creek,Ross Creek at Natalie Coffin Greene Park,Non-reference,P,3,,,Intermediate,P,Intermediate,P,FALSE,37.95696,-122.57352,NAD83,37.95696,-122.57352,37.95696,-122.57352,TRUE
203COR090,Bill Williams Cr at Phoenix Lake,203COR090,,Bill Williams Creek,Corte Madera Creek,Bill Williams Cr at Phoenix Lake,Non-reference,NP,2,,,Intermediate,NP,Intermediate,NP,FALSE,37.9503,-122.573,NAD83,37.9503,-122.573,37.9503,-122.573,TRUE
203COR091,Bill Williams Cr above Water Main Crossing,203COR091,,Bill Williams Creek,Corte Madera Creek,Bill Williams Cr above Water Main Crossing,Non-reference,NP,3,,near site already known,,,,,FALSE,37.94784,-122.57324,NAD83,37.94784,-122.57324,37.94784,-122.57324,TRUE
203COR120,Corte Madera Creek at Creek Park,203COR120,,San Anselmo Creek,Corte Madera Creek,Corte Madera Creek at Creek Park,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.97537,-122.56216,NAD83,37.97537,-122.56216,37.97537,-122.56216,TRUE
203COR140,Sleepy Hollow Creek at Drake HS,203COR140,,Sleepy Hollow Creek,,Sleepy Hollow Creek at Drake HS,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.98307,-122.57186,NAD83,,,37.98307,-122.57186,FALSE
203COR150,Sleepy Hollow Creek at Brookside School,203COR150,,Sleepy Hollow Creek,Corte Madera Creek,Sleepy Hollow Creek at Brookside School,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.99051,-122.57658,NAD83,37.99051,-122.57658,37.99051,-122.57658,TRUE
203COR170,Sleepy Hollow Creek above VanWinkle Rd.,203COR170,,Sleepy Hollow Creek,Corte Madera Creek,Sleepy Hollow Creek above VanWinkle Rd.,Non-reference,P,3,,,Intermediate,P,Intermediate,P,FALSE,38.0159,-122.586,NAD83,38.0159,-122.586,38.0159,-122.586,TRUE
203COR171,Sleepy Hollow Creek upstream San Domenico High School,203COR171,,Sleepy Hollow Creek,Corte Madera Creek,Sleepy Hollow Creek upstream San Domenico High School,Non-reference,P,3,,,Intermediate,P,Intermediate,P,FALSE,38.01868,-122.59232,NAD83,38.01868,-122.59232,38.01868,-122.59232,TRUE
203COR200,San Anselmo Creek at Drake High School,203COR200,,San Anselmo Creek,,San Anselmo Creek at Drake High School,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.98214,-122.57251,NAD83,,,37.98214,-122.57251,FALSE
203COR210,San Anselmo Creek At Pacheco; upstream of Fairfax Creek,203COR210,,San Anselmo Creek,Corte Madera Creek,San Anselmo Creek At Pacheco; upstream of Fairfax Creek,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.981877,-122.572724,NAD83,37.9819,-122.573,37.981877,-122.572724,TRUE
203COR211,San Anselmo Creek downstream of Fairfax Creek,203COR211,,San Anselmo Creek,Corte Madera Creek,San Anselmo Creek downstream of Fairfax Creek,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.9853,-122.583,NAD83,37.9853,-122.583,37.9853,-122.583,TRUE
203COR260,San Anselmo Creek at Bolinas Rd Bridge,203COR260,,?,Corte Madera Creek,San Anselmo Creek at Bolinas Rd Bridge,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.980395,-122.593224,NAD83,37.981857,-122.592879,37.980395,-122.593224,TRUE
203COR290,Cascade Creek at Elliott Preserve,203COR290,,Cascade Creek,Corte Madera Creek,Cascade Creek at Elliott Preserve,Reference,P,0,,,Reference,P,Reference,P,FALSE,37.982089,-122.620208,NAD83,37.982089,-122.620208,37.982089,-122.620208,TRUE
